Customer_ID,Join_Date,Gender,Age,Income
101,2023-05-20,Female,30.0,65000.5
102,2023-05-20,Female,30.0,50000.0
103,2023-05-20,Male,30.0,45000.0
104,2023-05-20,Female,30.0,65000.5
105,2023-05-20,Male,30.0,65000.5
106,2023-05-20,Male,22.0,45000.0
107,2023-05-20,Female,30.0,50000.0
108,2023-05-20,Female,22.0,45000.0
109,2023-05-20,Female,30.0,120000.0
110,2023-05-20,Female,22.0,65000.5
111,2023-05-20,Male,35.0,65000.5
112,2023-05-20,Female,30.0,65000.5
113,2023-05-20,Female,30.0,65000.5
114,2023-05-20,Male,30.0,45000.0
115,2023-05-20,Male,45.0,45000.0
116,2023-05-20,Male,35.0,65000.5
117,2023-05-20,Male,30.0,65000.5
118,2023-05-20,Female,22.0,65000.5
119,2023-05-20,Female,28.0,65000.5
120,2023-05-20,Female,22.0,120000.0
121,2023-05-20,Male,30.0,45000.0
122,2023-05-20,Male,22.0,65000.5
123,2023-05-20,Female,30.0,65000.5
124,2023-05-20,Male,22.0,45000.0
125,2023-05-20,Female,35.0,65000.5
126,2023-05-20,Female,35.0,120000.0
127,2023-05-20,Female,30.0,65000.5
128,2023-05-20,Female,30.0,120000.0
129,2023-05-20,Male,45.0,65000.5
130,2023-05-20,Male,28.0,120000.0
131,2023-05-20,Female,30.0,45000.0
132,2023-05-20,Female,22.0,65000.5
133,2023-05-20,Male,22.0,45000.0
134,2023-05-20,Male,30.0,65000.5
135,2023-05-20,Female,30.0,50000.0
136,2023-05-20,Female,35.0,120000.0
137,2023-05-20,Male,28.0,50000.0
138,2023-05-20,Female,30.0,50000.0
139,2023-05-20,Female,35.0,120000.0
140,2023-05-20,Male,30.0,65000.5
141,2023-05-20,Female,30.0,65000.5
142,2023-05-20,Female,30.0,45000.0
143,2023-05-20,Female,45.0,65000.5
144,2023-05-20,Female,30.0,45000.0
145,2023-05-20,Female,45.0,65000.5
146,2023-05-20,Female,30.0,45000.0
147,2023-05-20,Female,30.0,120000.0
148,2023-05-20,Female,30.0,65000.5
149,2023-05-20,Female,22.0,65000.5
150,2023-05-20,Male,45.0,65000.5
151,2023-05-20,Female,30.0,45000.0
152,2023-05-20,Female,30.0,45000.0
153,2023-05-20,Female,28.0,65000.5
154,2023-05-20,Female,30.0,65000.5
155,2023-05-20,Male,35.0,65000.5
156,2023-05-20,Male,30.0,120000.0
157,2023-05-20,Female,30.0,120000.0
158,2023-05-20,Female,30.0,120000.0
159,2023-05-20,Male,45.0,120000.0
160,2023-05-20,Male,30.0,120000.0
161,2023-05-20,Female,30.0,120000.0
162,2023-05-20,Female,22.0,65000.5
163,2023-05-20,Male,22.0,65000.5
164,2023-05-20,Female,30.0,120000.0
165,2023-05-20,Female,30.0,65000.5
166,2023-05-20,Female,30.0,65000.5
167,2023-05-20,Female,30.0,50000.0
168,2023-05-20,Female,28.0,65000.5
169,2023-05-20,Female,30.0,120000.0
170,2023-05-20,Female,30.0,45000.0
171,2023-05-20,Female,30.0,65000.5
172,2023-05-20,Female,30.0,45000.0
173,2023-05-20,Male,30.0,65000.5
174,2023-05-20,Male,30.0,65000.5
175,2023-05-20,Female,35.0,65000.5
176,2023-05-20,Female,30.0,65000.5
177,2023-05-20,Male,45.0,65000.5
178,2023-05-20,Female,30.0,65000.5
179,2023-05-20,Female,30.0,45000.0
180,2023-05-20,Male,30.0,45000.0
181,2023-05-20,Male,45.0,65000.5
182,2023-05-20,Male,30.0,65000.5
183,2023-05-20,Male,22.0,120000.0
184,2023-05-20,Female,22.0,65000.5
185,2023-05-20,Male,30.0,120000.0
186,2023-05-20,Female,30.0,65000.5
187,2023-05-20,Female,45.0,120000.0
188,2023-05-20,Male,35.0,65000.5
189,2023-05-20,Male,30.0,65000.5
190,2023-05-20,Female,22.0,45000.0
191,2023-05-20,Female,30.0,65000.5
192,2023-05-20,Male,30.0,65000.5
193,2023-05-20,Male,22.0,45000.0
194,2023-05-20,Female,22.0,120000.0
195,2023-05-20,Female,35.0,65000.5
101,2023-05-20,Male,45.0,65000.5
102,2023-05-20,Male,45.0,65000.5
103,2023-05-20,Male,30.0,45000.0
104,2023-05-20,Female,35.0,65000.5
105,2023-05-20,Female,30.0,65000.5
